full_text;labels
personel gabungan tnipolri mengevakuasi warga terdampak banjir perumahan asri sawangan depok jawa barat selasa pria membutuhkan cuci darah rsud sawangan waspadahadapibencana;2
depok banjir mulu heran;1
personel gabungan tnipolri mengevakuasi warga terdampak banjir perumahan asri sawangan depok jawa barat selasa pria membutuhkan cuci darah rsud sawangan;2
setuju mas mudah presiden mengendalikan banjir jakarta gubernurnya bersinergi pemerintah pusat kementrian pupr bisanya narasi merangkai katakata kelelep warga jakarta;0
banjir stop produksi indo kordsa bram pabrik bram bogor terpaksa tutup banjir amp dinyatakan force majeure dampaknya rantai pasok keuangan perusahaan bram saham investasi marketnews;0
pengungsi banjir jakarta pancoran berharap pemerintah dapat menyelesaikan benteng banjir turap kali ciliwung;1
ngaca om slama sm kampreters slalu nyalahin jokowi banjir jakarta karna anies yg ngeyel melawan program pemerintah pusat;0
banjir bekasi selasa banjir merendam ratusan rumah disebabkan hujan deras meluapnya kali bekasi ketinggian air mencapai meter gibranrakabuming gibran banjirbekasi pondokgede pondokgedepermai bekasibanjir;1
respons korban banjir bekasi pgp rencana pemkot bekasi relokasi mustikajaya bantargebang;2
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai waspadahadapibencana;2
kapolres metro depok kombes abdul waras jajaran unsur tni meninjau langsung kondisi banjir kelurahan sawangan kecamatan bojongsari waspadahadapibencana siaga pertolongan;2
banjir genangi rw petogogan ketinggian air capai cm jakarta selatan maret hujan deras mengguyur wilayah jakarta selatan menyebabkan banjir titik kelurahan petogogan kebayoran selasa maret rw terdampak banjir;1
gerak cepat polri lapangan banjir patut diacungi jempol semoga korban bekasi amp depok pulih;2
keren banget aksi polri bntu ngevakuasi korban banjir bekasi amp depok beneran nyata siaga warga keep up the good work link;2
banjir jakarta disalahkan menko gubernurnya gimana;0
membuang sampah sembarangan tidak peduli lingkungan bisa salah pemicu banjir emang pemerintah sudah halhal mencegah banjir jakarta tapi tidak peduli yg salah;0
kayaknya buzzer belum thks rakyat banjir kemarin kewenangan pemerintah pusat bukan;0
pantes banjir bogor wkwk;1
batalyon arhanud kostrad pemkot tangsel bersinergi evakuasi warga terdampak banjir cisadane tni tniad kostrad cakra kostradpeduli kostradberbagi tniadmengabdidanmembangunbersamarakyat penkostrad;2
perumahan subsidi bogor suka kena banjir untungnya gajadi liat sdikit memiliki minat alhamdulillah senior kadsng suka apdet kena banjir aksesnya deket gunung kapur;0
pakada jakarta banjir sibuk koar jakarta banjir ttep sibuk koar ngurusin ajak makan pakbiar pd tidak norak;0
ciliwung wewenang pemerintah pusat bego yg dituntut gub dki faktanya banjir longsor korbanya sejabotabek bego banjir bekasi banjir tangerang longsor bogor yg dituntut gub dki tanggung pusat;0
pemerintah jakarta jakartans gimana ya pasca banjir yaiya ngeh climate change dll tapi pas udah kering inget berubah tidak ambil hikmah doang ambil hikmah dah berubah lets see;0
sumpah nangis banget w liat banjir daerah bekasi disaat merayakan datangnya ramadhan sahur berbuka puasa hidangan makanan semoga sedang terkena bencana kesabaran diganti rezeki berlipat ganda aamiin;1
gaada bilang pas banjir kemarin video fokus buaya masuk rumah bukan banjir udah dikonfirmasi bukan babelan bekasi tapi jakarta;0
mari tinggal bogor sejuk tidak banjir kantor pusat kemenkeu idx akan pindah deket kebun raya bogor;0
banjir surut perumahan kejaksaan ri bekasi warga butuh air bersih;1
woi bekasi banjir buzzer kerja;0
pemkot tangerang salurkan obatobatan selimut makanan pengungsi banjir;2
kementerian pu lakukan langkah tanggap darurat banjir bekasi;2
pk d siaga menyediakan dukungan medis masyarakat dki jakarta bentuk kesiapsiagaan pendampingan medis warga menghadapi kejadian bencana banjir lokasi dki jakarta;2
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai;2
banjir bogor gubernur dedi mulyadi alih fungsi lahan biang kerok bencana;1
tinggal bekasi alhamdulillah tidak kena imbas banjir kemaren mall tapi sungai kali sempit segitu boro beraihin tidak trus walikotanya ngapain priode sibuk klarifikasi tidak solusi pasrah;0
pemerintah kota bekasi badan penanggulangan bencana daerah bpbd menerima bantuan sosial warga terdampak banjir;2
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai waspadahadapibencana;2
gubernur jawa barat akan evaluasi banjir bogor raya banjir karangligar belum selesai dr banjir dayeuh kolot banjir bandung garut bogor realokasi dedi mulyadi pin ya belum tuntaskan lupa ingetin dg video;0
kirain mogok bekasi banjir;1
noh jakarta banjir junjungan lho hentikan normalisasi sungai bikin sumur resapan target juta dlm kebikin ribuan cethek tidak nyelesaiin mslh bikin rusak jalan pdhl anggaran daerah tertinggi nasional jomplang dng propinsi;0
dikepung banjir bandang titik bekasi lumpuh;1
yuks ditertibkan yuks padepokan garudayaksa hambalang banjir beranikah demul menertibkan;0
menteri koordinator bidang pembangunan manusia kebudayaan menko pmk pratikno biaya operasi modifikasi cuaca menangani banjir bekasi mahal pratikno pemerintah daerah pemda membantu pemerintah pusat;1
menteri pu tegaskan komitmen penanganan bencana banjir bekasi;1
bekasi banjir wey;1
salut polri usaha bantu korban banjir bekasi amp depok aksi nyata yg menyentuh hati lihat video heroiknya;2
bogor ancur kota bogor udah banjir longsor gimana kota hulu sungai puncak udah pembangunan wisata gimana tidak ambyar;0
samping faktor alam dugaan kuat kelalaian pemerintah mencegah bencana banjir pemerintah pusat daerah wilayah terdampak dki jakarta banten jawa barat lempar tanggung bencana banjir;0
alesan jakarta banjir;1
banjir rob pasang air laut wilayah utara jakarta diprediksi akan pekan pemerintah daerah tindakan mitigasi mengurangi dampak;0
terima bantuan banjir wali kota bekasi data korban sesuai kriteria;2
banjir melanda jabodetabek merendam ribuan rumah memaksa keluarga mengungsi jakarta timur orang terdampak bekasi air cm menenggelamkan permukiman warga terjebak makanan air bersih;1
bekasi bogor banjir sales trip canceled ok sip;1
keterangan persnya anies jajaran pemerintah provinsi jakarta sudah keras sudah tersedianya kebutuhan dasar warga terkena dampak banjir;0
banjir kiriman bogor terjang jakarta respons gubernur pramono anung selengkapnya gtgtgt;0
derek sedanten menawi medal jl raya bogor ati nggih tasih wonten sisa genangan air amargi banjir;1
solusi pengendali banjir mendesak wilayah aglomerasi jabodetabek fokuslah strategi solusi jangka menengah semoga kepala daerah jabar jakarta banten gercep lakukan action plan terbaik mengendalikan banjir;1
personel gabungan tnipolri mengevakuasi warga terdampak banjir perumahan asri sawangan depok jawa barat selasa pria membutuhkan cuci darah rsud sawangan;2
update banjir jakarta maret status pintu air genangan terkini banjir rabu banjirjakarta jakartabanjir dkijakarta bencanaalam banjirbogor beritanasional banjirbekasi;1
standby medis pusat krisis kegawatdaruratan daerah dki jakarta menyiagakan petugas pk d lokasi banjir posko kesehatan wilayah tergenang banjir jakarta selatan selasa maret;2
anggota komisi v dpr fraksi pdip adian napitupulu menyebut banjir kawasan jakarta dikhawatirkan isu politik hmhal merespons pernyataan menko pmk pratikno menyebut bencana mudah bergulir isu politik rabu;0
daerah akunya intens banget tapi issuenya tanggul jebol daerah hujan deras bogor nerima banjir kiriman;0
iya jakarta banjir yaampun;1
bencana banjir tanggung loe buang sampah meratarata baca buang sungai jangan berani menyalahkan pemerintah marak orang bangun hunian pinggir kali jakartabanjir niesdimana banjirjakarta banjir;0
fix mindset bikin tanggul kayak nutupin jerawat pake foundation tebel oke tapi parah jakarta udah buang duit trilyunan tanggul tapi banjir hulu amburadul resapan ilang butuh solusi komprehensif;0
giliran banjir nyalahin pemerintah buang sampah udah ditempatnya lom banjirjakarta banjir;1
banjir bandang amp tanah longsor terjang puncak bogor;1
perumahan pondok permata jl pertamina buni bakti babelan banjir bang;1
mentri mulia nyinyir mending kerja gih tu banjir bogor bekasi garagara peralihan lahan hutan kawasan hunian fasilitas diemdiem menjilat rezim jangan ginigini nggilani;0
faktafakta banjir bikin bekasi lumpuh;1
bendungan yg dibangun era mulyonopratikno ciawi sukamahi terbukti gagal membendung banjir kiriman kawasan puncak bogor pembangunan bendungan tsb menelan biaya rp triliun indonesiagelap adilijokowi;1
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai waspadahadapibencana;2
daerah puncak cisarua kota bogor hujan semalam gawat banjir cisarua udah parah amp tidak ketolong jembatan putus amp longsor semoga hujan cepet redah amp tindakan bantuan prayforpuncak;1
jancok kowe bekasi tangerang gubernurnya siapan yg blg jkt banjir mdh diatasi presiden n yg blg banjir tnggungjwb pemerintah pusat mo liatin videonyajgn sok bawa agama loe fitnah pgn liat mati loe kek tktnya loe mati sblm tobat;0
dankormar mayjen tni mar dr endi supardi didampingi ketua gabungan jalasenastri korps marinir ny nana endi supardi mengunjungi masyarakat terdampak bencana banjir kantor desa sukamekar perumahan suka mekar regenzy sukawangi bekasi jawa barat rabu;2
sejarah merekam banjir bekasi sulit dipisahkan riset adadikompas;1
pengendara sepeda motor melintasi ruas tol cibitungtanjung priok arah bekasi jakarta diskresi pjr cikampek ruas jalan dikepung banjir polripresisi divhumaspolri tanahbumbu;2
gubernur jawa barat dedi mulyadi buka suara bencana banjir longsor melanda wilayah jawa barat daerah puncak bogor menurutnya berkurangnya pohon berubah bangunan wisata simak video selengkapnya;1
pramono anung soroti banjir dki jakarta akibat air kiriman hulu;1
cikarang info pas musibah banjir daerah jakarta jawa barat dirasakan unit pelaksana teknis pemasyarakatan lapas bapas cikarang;2
dprd provinsi dki jakarta mengusulkan digelarnya pertemuan pemerintah provinsi dki jakarta pemerintah pusat pemerintah daerah penyangga jakarta membicarakan ikhwal penanganan banjir;2
walikota bogor beserta jajarannya mengikuti aksi amal peduli banjir longsor bogor cukur rambut bayar seikhlasnya bertempat plaza balaikota bogor rabu januari pemkotbogor;2
personel gabungan tnipolri mengevakuasi warga terdampak banjir perumahan asri sawangan depok jawa barat selasa pria membutuhkan cuci darah rsud sawangan;2
banjir jakarta udah kayak langganan tahunan tapi solusi konkret abuabu alih fungsi lahan sembarangan bikin daerah resapan air berkurang drainase jelek bikin genangan surut respons pemerintah lambat koordinasi;0
rt terendam banjir gubernur jakarta persen kiriman;0
aksi peduli polwan polres jakbar salurkan bantuan pemeriksaan kesehatan trauma healing korban banjir jakarta barat aksi sosial jajaran polres metro jakarta barat;2
musibah emg tidak bisa prediksi mas tdk frekuensi hujan jakarta anies ahok janji mengatasi banjir dlm kinerja pemerintah tdk bisa sempurna;0
bener bikin banjir tu bogor salah penghuninya suka love bombing nyepelein orang;1
yth jakarta akan sperti bisa parah lg banjir kemacetan kota yg semrawut pkl tidak tempatnya usul dinas pekerjaan dinas perhubungan diambil alih pemerintah pusat;0
wapres gibran kunjungi warga terdampak banjir bekasi;2
minggu wktu mimpi jkt kena tsunami kemarin bekasi bogor banjir;1
btul emg bkn cm individu tapi jg tanggung jwb pemerintah antisipasi banjir ak cm ngajak dri yg bisa kontrol faktany msh bnyk yg buang sampah sembarangan bukan situ c;0
langkah bhayangkara gentar menghadapi tantangan polri hadir melindungi membawa aman masyarakat penanganan banjir wilayah bekasi depok pesanggrahan polri siaga pertolongan;2
iya yg banjir bandang bogor serem banget;1
upaya kesehatan pk d menyiagakan tenaga kesehatan ambulans pelayanan kesehatan jam pos kesehatan petugas pk d pemantauan lokasi terdampak banjir jakarta timur jakarta selatan;2
terima kasih polri respon cepatnya membantu korban banjir bekasi depok perbedaan situasi krisis semangat ya;2
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai waspadahadapibencana;2
tim elshinta peduli kemanusiaan menyalurkan bantuan pendengar radio elshinta box makanan santap korban banjir kompleks perumahan ikpn kel bintaro kec pesanggerahan jakarta selatan total nominal rp rabu awm;2
ribuan ton sampah muncul banjir melanda wilayah jakarta ribuan ton sampah muncul banjir melanda wilayah jakarta;1
wkwkwk gbla siliwangi banjir peduli warga bandung wkwkwk;1
alat deteksi banjir tidak berfungsi dprd pemerintah dki evaluasi banjir kamis dprd dkijakarta banjirjabodetabek bencanabanjir bencanaalam beritanasional;0
wali kota depok supian suri akan membongkar rumah toko ruko goronggorong penyebab banjir jalan margonda raya senin;1
good job polri bantuan cepatnya membantu meringankan beban korban banjir bekasi depok;2
infosonora update banjir subuh jalanan gor bekasi tidak air kecuali pemukiman genangan pln padam daerah ruas jalan rawa bekasi aman tidak air patriot pakuwon bekasi sudah bisa lewati sumber;1
min mati lampu bekasi kayuringinjaya menikmati pln pasca banjir ya mati;1
air dibangunditimbun wajar banjir kek jakarta situdanau hilang seiring tapi anehnya dulunya situ bisa dimiliki perasaan orang jaman tidak kaplinginmenguasai danau;0
banjir melanda wilayah jakarta bogor depok tangerang bekasi jabodetabek akibat hujan deras luapan sungai data terbaru bpbd dki jakarta selasa maret banjir jakarta selatan jakarta timur mencapai cm;1
kalimat abang mie tektek pas duduk jakarta banjir ya mba;1
banjir kemaren bupati bogor ninjau desa sekitaran situ emang kebanjiran rerata n anehnya kawasan perumahan kaga kena banjir bandang mas minggusenin airnya meluber sampe kota bekasi perumahan liciknya disitu;0
perlindungan thdp masyarakatmanusia wajib pemerintah namun antisipasi banjir pemerintah dilaksanakan dgn perencanaan pelaksanaan yg bukan pekerjaan bongkar pasang yg mengganggu merugikan masyarakat;0
ngajakin orang ngasih sanksi sosial gini mending fokus penanganan pasca banjir setau pemkot sudah berusaha bangun tanggul pencegahan debit air kiriman masuk rumah masyarakat;0
banjir macet utama jakarta belum bisa selesaikan gubernur gubernur satunya terpenting jgn takabur jokowi ngomong klu gubernur gampang trs ngomong klu presiden mbelgedez;0
info titik banjir sekitaran jakarta;1
taring siklus alih fungsi lahan memperparah banjir jabodetabek hujan deras bukan satusatunya penyebab banjir jabodetabek salah faktor utama alih fungsi lahan kawasan hulu bogor;0
banjir melanda jakarta terkecuali public figure terdampak;1
banjir jakarta kader psi si juli nyerang anies ceramah masjidmenteri tolol pejabat tidak da;0
marilah intropeksi jangan sedikitdikit nyalahi pemerintah banjir banjirjakarta banjirtangerang anies jokowi;0
gagap banjir jakartabantendan indonesiamana mitigasi plan pemerintah daerah pusatjangan rakyat korbanjangan bisa retorika kampanyeakhirnya nyalahin;0
